Topic,Words,Frequency,Class
-1,"hjo, biblioteket, hjo kommun, kommun, samarbetet",6,Hjo
0,"ompröva, måste biblioteket ständigt ompröva verksamhet, relevant framtid måste biblioteket ständigt, framtid måste, själva struktur sträva",2,Hjo
1,"bidrar biblioteket, biblioteket, fast barn unga prioriterad grupp, fast barn unga prioriterad, slås fast barn unga prioriterad",2,Hjo
2,"samarbetet, större, kräver ingående biblioteken ser, media olika språk bibliotekslagen, besökare oberoende kommuntillhörighet låna",1,Hjo
3,"hjo, biblioteksplan, syftet, styrdokument, hjo kommun",1,Hjo
5,"utvärdering, regionala nationella genomsnitt, också jämföras regionala nationella genomsnitt, värden också, jämföras regionala nationella genomsnitt",3,Hjo
6,"skolbibliotek, folkbiblioteket, skola, digitaliserad omvärld, digitaliserad omvärld biblioteksplan",1,Hjo
9,"hjo, år, 65 år äldre, år äldre, 65 år",1,Hjo
14,"pekar antal målområden tillhörande åtaganden, pekar antal målområden tillhörande, antal målområden tillhörande, antal målområden tillhörande åtaganden, kommuns biblioteksplan biblioteksplanen pekar antal",2,Hjo
15,"aktuellt mediabestånd, mediabestånd, aktuellt, chefer uppföljning, ansvaret arbeta utveckling",1,Hjo
25,"hjo, tillsammans skapar framtidens, skapar framtidens, tillsammans, styrdokument",1,Hjo
-1,"biblioteket, åtvidabergs, regionala, åtvidabergs folkbibliotek, folkbibliotek",11,Åtvidaberg
1,"biblioteket, ytterligare, möjlighet, nya, erbjuda",4,Åtvidaberg
2,"nivå, götabiblioteken, regional nivå, regionen, möjlighet",2,Åtvidaberg
7,"såväl, elevernas, leda skolbiblioteksverksamheten utifrån biblioteksplan skolbiblioteken, läsförståelsen främja, mik fungera trygg välkomnande vuxen",1,Åtvidaberg
15,"också våga, efterfrågan väcka nyfikenhet också, efterfrågan väcka, gratis genom götabiblioteken ökar medietillgången, gratis genom götabiblioteken ökar",1,Åtvidaberg
25,"åtvidabergs kommun, åtvidabergs, planen, kommun, biblioteksplanen",1,Åtvidaberg
28,"genomsyra verksamheten litteraturen ge, läsning väcka nyfikenhet öppna, stimulera studier lärande finnas, förståelse själva andra bidra vidga, bidra vidga världen bibliotekets utbud",1,Åtvidaberg
-1,"skolans, samt, enligt, behov, skolans pedagogiska",10,Falkenberg
4,"skollagen 2010 800, skollagen 2010, 2010 800, 800, behov enligt kap 36",1,Falkenberg
11,"kftn, fungera ledning, bunrevideringsansvarigrevideringsintervallreviderad datumkftn, fastställandekommunfullmäktigedokumenttypdokumentet gäller förgiltighetstidpolicykftn bunrevideringsansvarigrevideringsintervallreviderad, fungera ledning kommunala",1,Falkenberg
-1,"gnosjö, gnosjö kommun, folkbibliotekets, kommun, 2015",37,Gnosjö
0,"stödja biblioteksbesökarna medie informationskunnighet, öka digitala delaktigheten utveckla metoder, erbjuder väcka intresse ny teknik, informationskunnighet delta nationella regionala, kring digital delaktighet utveckla arbetet",1,Gnosjö
1,"bör, bör centralt placerade samhället skapa, studier särskilt bör, skapa moderna, skapa moderna tilltalande tillgängliga bibliotek",1,Gnosjö
2,"gnosjö, gnosjö kommun, samverkan, medarbetarna, kompetensutveckling",3,Gnosjö
3,"sfi gnosjö kommun, folkbibliotek skolbibliotek förskola grundskola, förskola grundskola gymnasieskola samt sfi, grundskola gymnasieskola samt sfi, grundskola gymnasieskola samt sfi gnosjö",1,Gnosjö
7,"familjedaghem, pedagogisk, förskolor familjedaghem folkbibliotekarien, familjedaghem folkbibliotekarien förskolornas ledningsgrupper ingår, sammankallar träffarna uppbyggda kring",1,Gnosjö
9,"befolkningen, riksgenomsnittet, år, 20, 26",2,Gnosjö
16,"elevernas, skolbibliotek, skolbiblioteket, tillgång skolbibliotek, skolinspektionen",2,Gnosjö
25,"gnosjö, gnosjö kommun, kommun, kommunfullmäktige, biblioteksplanen",2,Gnosjö
29,"förskollärare, lärare, förebilder lärare, läsande förebilder lärare, bokläsning",2,Gnosjö
-1,"genom, barn, olika, 2020, biblioteket",24,Ödeshög
0,"2020 2023 planen tagits fram, första hand åren 2020 2023, åren 2020 2023 planen, åren 2020 2023 planen tagits, 2020 2023 planen tagits",1,Ödeshög
2,"gemensam, biblioteken, databaser enda, talböcker medier filmer spel, service lånekort hos götabiblioteken får",1,Ödeshög
3,"2020, 26, 2020 26 ks 2020 230, läslust samt digitalisering folkbibliotekens, sbn 2020 26 ks 2020",1,Ödeshög
9,"ödeshög, 2018 rikssnitt, arbetslösheten låg 2018 rikssnitt, öppna arbetslösheten låg 2018 rikssnitt, arbetslösheten låg 2018",2,Ödeshög
11,"mål nr, nr, mål, ödeshög, sfs",2,Ödeshög
15,"låntagare bland, aktiva låntagare bland, bibliotekets, livslångt lärande, livslångt",1,Ödeshög
16,"elever, eleverna, tillgång, skolbibliotek, skolans",1,Ödeshög
19,"hembygdsboken efterfråga tillmötesgå kommuninvånarnas behov, lokalhistoria genom digitala hembygdsboken efterfråga, hembygdsboken efterfråga tillmötesgå kommuninvånarnas, hembygdsboken efterfråga, genom digitala hembygdsboken efterfråga tillmötesgå",1,Ödeshög
24,"timmar, timmar vecka, vecka, öppet, mer öppet",2,Ödeshög
-1,"avesta, bibliotek, folkbiblioteken, biblioteken, elever",30,Avesta
0,"fysiska, digitala, även, ökar, idag",2,Avesta
2,"07, bibliotek, erfarenheter, kompetenser, verksamheter",2,Avesta
4,"ur bibliotekslagen folkbibliotek kommun folkbibliotek, utdrag ur bibliotekslagen folkbibliotek kommun, 801 utdrag ur bibliotekslagen folkbibliotek, ur bibliotekslagen folkbibliotek kommun, ur bibliotekslagen folkbibliotek",1,Avesta
6,"fors, åvestadalskolan, fors skola, integrerade, elever pedagoger fors",2,Avesta
7,"pedagoger, ame formulerar, formulerar verksamhetsplan, verksamhetsplan gymnasiebibliotekets uppdrag, integration ame formulerar",1,Avesta
8,"barn rätt, rätt, leva utvecklas barn rätt, leva utvecklas barn, utvecklas barn rätt",2,Avesta
9,"avesta, år, invånare, antalet, kommunen",6,Avesta
11,"resultatenhet, biblioteksverksamheter, sfs, ansvarar, 2015",1,Avesta
16,"skolbibliotek, elevernas, eleverna, tillgång skolbibliotek, tillgång",2,Avesta
18,"folkbiblioteken, utbildningen, tillgång, litteratur, främja",1,Avesta
21,"strategier gymnasieskolans bibliotekerbjuda eleverna skolbibliotek, hjälp radiovågor, biblioteket funktionell studiemiljö radio frequency, taggar strategier gymnasieskolans bibliotekerbjuda eleverna, biblioteket funktionell studiemiljö radio",1,Avesta
24,"timmar, öppet, vecka, totalt, timmar vecka",1,Avesta
-1,"biblioteket, folkbiblioteket, norberg, norbergs, genom",37,Norberg
0,"digitalisering sammankopplade, demokratiutveckling digitalisering, demokratiutveckling digitalisering sammankopplade, sammankopplade, demokratiutveckling",2,Norberg
1,"språk kunskapsutveckling inspirerande miljö främjar, olika medier språk kunskapsutveckling inspirerande, medier språk kunskapsutveckling inspirerande miljö, medier språk kunskapsutveckling, medier språk kunskapsutveckling inspirerande",2,Norberg
2,"norberg, koha, västmanland, biblioteksdatasystem, koha gemensam webbplats implementeras",3,Norberg
4,"folkbibliotek, annat, nationella, svenska, folkbibliotek kommun folkbibliotek",2,Norberg
11,"klein christina persson red, jesper klein christina, jesper klein christina persson, hansson jesper klein christina, 38eric fichtelius eva",1,Norberg
13,"önskemål, biblioteket erbjuder service form bokdepositioner, 2019 biblioteket erbjuder service form, depositionerna transporteras respektive skolor förskolor, önskemål depositionerna",1,Norberg
14,"biblioteksverksamhet, allmänna biblioteksväsendet, biblioteksväsendet, allmänna, biblioteken allmänna biblioteksväsendet",1,Norberg
18,"folkbiblioteken, tid, få, tillgång, litteratur",1,Norberg
20,"ansvarar, staten, ansvarar staten, enskilda, kommuner",3,Norberg
24,"timmar, timmar veckan, veckan, öppet, skolan bibliotek egna lokaler kommunen",1,Norberg
26,"förfogande, avgiftsfritt, lånecentraler, medieförsörjning finnas flera, medieförsörjning finnas flera lånecentraler",2,Norberg
-1,"skara, barn, folkbiblioteket, litteratur, finns",38,Skara
0,"digitala, digital, digitalt, användare, mer",7,Skara
1,"samhället, bakgrund, spontant krav kostnad neutral, krav kostnad neutral miljö ger, krav kostnad neutral",1,Skara
2,"skara, samverkan, samverkan folkbiblioteket, ökad samverkan, ökad",1,Skara
3,"strategiermål, skara, skara kommun, biblioteksverksamheten skara kommun, biblioteksverksamheten skara",1,Skara
4,"allmänna biblioteksväsendet ägna särskild uppmärksamhet, annat, biblioteksväsendet ägna särskild uppmärksamhet, allmänna biblioteksväsendet ägna särskild, allmänna biblioteksväsendet ägna",3,Skara
6,"friskolan metis, metis, katedralskolan, friskolan, lärare",1,Skara
7,"elever kunna, skolbiblioteket, elever, kunna, digital teknik",4,Skara
9,"omvärldsfaktorer, skara, behöva omorganiseras kommande åren, effektiviseringskravet gör biblioteksverksamheten, behöva omorganiseras",1,Skara
14,"biblioteksverksamhet, allmänna biblioteksväsendet, biblioteksväsendet, allmänna, biblioteken allmänna biblioteksväsendet",1,Skara
16,"elevernas, undervisningen, eleverna tillgång skolbibliotek, eleverna tillgång, tillgång skolbibliotek",1,Skara
17,"erfarenhetsutbyte interna externa, nätverk informations erfarenhetsutbyte, sammanhang framförallt fördel göras bibliotekssamarbetet, informations erfarenhetsutbyte interna externa sammanhang, externa sammanhang framförallt fördel göras",1,Skara
18,"folkbiblioteket, folkbiblioteken, tillgång, tid, erbjuda",4,Skara
19,"skara, skara kommun, gott, kommun, biblioteken utvecklas möta behoven",2,Skara
20,"ansvarar, staten, ansvarar staten, enskilda, kommuner",3,Skara
21,"finns, tillgängliggöra, material, sveriges äldsta, boksamlingen finns även handskrifter musikalier",1,Skara
26,"lånecentraler, förfogande, finnas, avgiftsfritt, medieförsörjning finnas",3,Skara
-1,"biblioteken, insatsområden, växjö, utifrån, behov",45,Växjö
0,"lärande utifrån, livslångt, behovsanpassat, växjö, digitala",2,Växjö
2,"samverkan, utökad, utökad samverkan, omsorgsnämnden utbildningsnämnden, nämnden arbete",6,Växjö
3,"växjö, insatsområden, skolverket, 5bakgrund, växjö kommunkoncerns styrmodell 5bakgrund",5,Växjö
4,"folkbiblioteken, annat, erbjuda litteratur, ägna särskild uppmärksamhet, ägna särskild",3,Växjö
5,"enskilda aktiviteter, uppföljning, utvecklings, aktiviteter, aktiviteter definieras",4,Växjö
6,"filialbibliotek, arbetar biblioteken erbjuda, filialbibliotek meröppet, prioriterade målgrupper arbetar biblioteken erbjuda, likvärdig service stiftsbiblioteket",1,Växjö
7,"skolbibliotek, tillgång, elever, förtydligar elever tillgång, elever tillgång bemannat skolbibliotek",3,Växjö
8,"rättigheter, barnkonventionen, barn, barnets, barn mänskliga",3,Växjö
12,"service tjänster produkter it infrastruktur, utbilda livslångt lärande utveckla, produkter it infrastruktur kärnverksamhet förse, förvalta växande, produkter it infrastruktur kärnverksamhet",1,Växjö
14,"allmänna biblioteksväsendet, biblioteksväsendet, allmänna, biblioteksverksamhet, offentligt finansierad biblioteksverksamhet",1,Växjö
16,"barns elevers, barns elevers behov, elevers, behov, elevers behov",2,Växjö
17,"kompetensutveckling, användarnas behov, användarnas, bestånd, kontinuerlig kompetensutveckling revidering bestånd",1,Växjö
18,"folkbiblioteken, tid, regional biblioteksverksamhet, få, tillgång",1,Växjö
19,"upplevelser varierade utmanande berikande, varierade utmanande berikande stimulerar läslust, utmanande berikande stimulerar läslust, varierade utmanande, utmanande berikande stimulerar",2,Växjö
20,"ansvarar, staten, ansvarar staten, kommuner, regional biblioteksverksamhet ansvarar",2,Växjö
25,"biblioteksplanen, plan bibliotekens utveckling flera verktyg, skolbiblioteken kultur fritidsnämnden ansvarar folkbiblioteken, verksamhet biblioteksplanen separat plan bibliotekens, växjö kommuns bibliotek biblioteksplanen omfattar",1,Växjö
26,"lånecentraler, förfogande, avgiftsfritt, medieförsörjning finnas flera lånecentraler, medieförsörjning finnas flera",2,Växjö
28,"insatsområden, läsfrämjande, läsfrämjande prioriteras, utvecklingsområdet läsfrämjande, utvecklingsområdet läsfrämjande prioriteras",2,Växjö
-1,"nacka, biblioteken, biblioteken nacka, nacka kommun, bibliotekens",23,Nacka
1,"aktörer vill, biblioteken, studieplatser, medborgarna, större",2,Nacka
2,"nacka, nacka se, betydelse regionaltsamarbete biblioteksverksamheten ger goda, regionaltsamarbete biblioteksverksamheten, regionaltsamarbete biblioteksverksamheten ger goda förutsättningar",1,Nacka
5,"verksamheten, utvärdering, målen, kvalitetsarbete, uppföljning",4,Nacka
10,"personer, nationella, svenska, underlätta, dels",1,Nacka
15,"nacka, biblioteken nacka, inköpsförslag, medier, köpa",4,Nacka
19,"nacka, nacka kommun, kommun, bibliotekstjänster, takt",2,Nacka
-1,"olika, biblioteken, http, bibliotek, media",22,Ragunda
0,"biblioteken, behov, digitala, digitalt, digital",6,Ragunda
2,"utvecklingsfrågor ledning, gemensamma utvecklingsfrågor ledning, gemensamma utvecklingsfrågor ledning regionala, kring gemensamma utvecklingsfrågor ledning, kring gemensamma utvecklingsfrågor ledning regionala",2,Ragunda
3,"region jämtland härjedalen, 100, region jämtland, jämtland härjedalen, härjedalen",5,Ragunda
6,"skolbibliotek, grundsärskolan, eleverna nära samverkan lärarna, elever genomförs riktade insatser, gymnasiet integrerat folk skolbibliotek hösten",1,Ragunda
10,"basbestånd, eget tillräckligt, tillräckligt stort bestånd, eget tillräckligt stort, eget tillräckligt stort bestånd",2,Ragunda
12,"100, 100 nya, rätt, såväl, resurs",1,Ragunda
13,"barn, barn månader, förskoleavdelningar, föräldrar, samtliga barn",3,Ragunda
14,"biblioteken allmänna biblioteksväsendet, biblioteken allmänna, allmänna biblioteksväsendet, biblioteksväsendet, allmänna",1,Ragunda
15,"övriga utlåningsställen mötesplats arenasom kulturell, näringslivet hembygdsforskare författare bära, utlåning övriga utlåningsställen, lokala initiativ föreningar organisationer, mötesplats arenasom kulturell",1,Ragunda
17,"rekrytering, personalen, fortbildning, konferenser, fortlöpande",4,Ragunda
24,"timmar, öppet, bispgårdens, veckan sammanlagt, dagar veckan sammanlagt",2,Ragunda
25,"ragunda, 2021 utvecklingsområdena grundar lagstiftning, omvärldsanalys biblioteksorganisationen ragunda, 2018 2021 utvecklingsområdena grundar lagstiftning, utvecklingsområden kommande planperioden 2018",1,Ragunda
-1,"biblioteket, barn, bibliotek, litteratur, andra",26,Åmål
0,"digitala, åmåls, öka, biblioteket, information",3,Åmål
1,"talet, erbjuda, biblioteket, möjligt, många möjligt övergripande måldet fysiska",3,Åmål
3,"amal, delrapport, nationell, kb, biblioteksstrategi",1,Åmål
4,"funktionsnedsättning, anpassade, personer, talböcker, tjänster anpassade personer",1,Åmål
5,"utvärdering, allmänna biblioteksväsendet, biblioteksväsendet, allmänna, perioden",1,Åmål
10,"språk, nationella, andra, andra språk, nuläget",1,Åmål
13,"genomför, sagostunder, sex, förskolor, kommunens förskolor dagsläget åmål nio",1,Åmål
14,"biblioteken allmänna biblioteksväsendet, biblioteken allmänna, allmänna biblioteksväsendet, biblioteksväsendet, allmänna",1,Åmål
19,"åmåls kommun, åmåls, tillgängligt åmåls kommun arbetar, fyra värdeord genuin omtänksam aktiv, fyra värdeord genuin omtänksam",1,Åmål
23,"konsthall arkiv, kulturhuset förutom, konsthall, talet, arkiv",1,Åmål
27,"dalsland, bibliotek dalsland, bibliotek, biblioteken dalsland, it",4,Åmål
-1,"barn, biblioteken, genom, olika, unga",48,Vaggeryd
0,"digitala, biblioteket, digital, teknik, internet",8,Vaggeryd
1,"inspirerar, biblioteken, skapande, krävs biblioteken samband, god lärmiljö inspirerar läsning",2,Vaggeryd
3,"2011, skolverket, läroplan, 20 läroplan, skolverket 2011 läroplan",2,Vaggeryd
